0.635226485756 0.526708412195 0.487474809918 0.16430716023 0.602671601542 0.479146293855
0.108801365414 0.740186455322 0.395544886833 0.406935525706 0.571553799639 0.54424257668
0.8890684042128232
2 4 0 3 5 1
0 4 1 2 5 3
2 3 4 1 5 0
2 3 5 1 4 0
2 4 5 1 0 3
1 0 2 3 4 5
2 3 0 5 1 4
5 1 4 3 2 0
3 4 0 5 1 2
4 2 3 0 1 5
1 5 3 0 4 2
5 2 3 0 1 4
1 4 3 2 0 5
5 3 2 0 4 1
4 0 5 1 2 3
4 5 3 0 1 2
1 5 3 2 4 0
1 4 3 0 5 2
0 1 2 5 4 3
1 0 5 2 3 4
2 5 0 1 3 4
2 3 0 5 4 1
0 2 5 3 1 4
2 5 4 0 1 3
0 1 5 4 2 3
2 1 5 4 0 3
1 3 0 2 4 5
5 3 2 0 1 4
5 2 1 3 4 0
4 2 3 1 0 5
5 4 2 0 1 3
4 0 5 3 2 1
5 1 0 2 4 3
1 2 4 3 5 0
2 3 5 1 4 0
0 4 5 2 3 1
0 2 1 3 5 4
0 4 3 1 2 5
1 0 2 4 5 3
0 1 2 5 3 4
2 1 5 0 3 4
2 0 1 4 3 5
4 0 2 1 3 5
5 0 3 4 2 1
1 0 2 5 3 4
2 0 1 5 3 4
5 4 0 1 2 3
4 0 5 2 1 3
5 1 2 0 4 3
0 2 1 3 5 4
5 3 4 1 0 2
4 5 3 0 1 2
0 5 3 1 4 2
0 1 5 2 4 3
2 3 5 4 1 0
2 4 0 1 5 3
1 5 4 3 0 2
4 5 2 3 1 0
0 3 1 4 2 5
3 0 5 1 2 4
0 1 5 4 3 2
5 1 4 0 3 2
1 5 3 4 0 2
3 4 1 5 2 0
1 5 4 3 2 0
3 1 4 5 2 0
4 3 1 2 0 5
2 1 0 5 3 4
0 1 3 2 5 4
1 3 4 2 0 5
1 3 5 2 4 0
0 1 4 5 2 3
1 2 5 0 3 4
5 4 0 3 1 2
4 2 0 1 3 5
1 4 2 5 3 0
4 1 0 3 5 2
0 1 3 2 4 5
0 1 2 4 3 5
0 5 2 3 4 1
5 0 4 2 1 3
0 3 2 4 5 1
4 0 3 2 5 1
5 2 0 1 3 4
2 4 3 0 1 5
2 3 1 5 0 4
2 1 0 3 4 5
5 2 1 0 4 3
5 1 4 2 0 3
4 0 3 2 5 1
1 0 5 2 3 4
3 5 4 1 2 0
