0.445985042696 0.608244593443 0.0893073674973 0.935157093469 0.442917520644 0.60083631008
0.217349925971 0.78204543167 0.620087051959 0.79378228963 0.0998318197853 0.0392669638263
0.645718017902552
1 2 0 3 4 5
2 0 5 3 1 4
3 0 5 1 2 4
3 5 1 4 0 2
2 3 5 4 1 0
3 1 5 4 0 2
4 1 3 0 2 5
3 0 1 2 5 4
3 1 2 4 5 0
3 5 2 4 1 0
1 5 2 3 4 0
3 0 2 5 4 1
1 3 4 5 2 0
0 3 1 2 5 4
3 0 1 4 5 2
3 5 1 4 0 2
1 3 0 5 4 2
1 0 3 4 2 5
1 5 4 2 3 0
2 3 4 0 1 5
0 4 2 5 1 3
2 1 3 5 0 4
5 3 1 4 2 0
4 1 0 5 3 2
1 2 3 5 4 0
5 1 2 4 0 3
5 3 2 0 1 4
3 4 1 2 0 5
3 2 5 1 0 4
1 4 3 5 0 2
4 1 3 0 2 5
1 0 2 5 4 3
0 4 5 2 3 1
4 0 1 5 2 3
5 2 4 1 0 3
1 0 5 3 2 4
4 0 5 3 2 1
4 3 1 0 5 2
1 3 2 5 0 4
3 1 0 5 4 2
0 3 5 1 4 2
2 0 3 5 1 4
2 5 3 1 0 4
0 1 4 5 2 3
0 5 3 4 1 2
3 0 4 1 2 5
2 5 3 0 4 1
1 3 2 0 4 5
5 1 3 0 4 2
3 0 2 5 4 1
3 5 4 0 2 1
1 0 2 4 3 5
4 5 0 3 2 1
0 4 3 1 2 5
3 0 2 5 4 1
0 1 5 3 2 4
0 3 5 1 4 2
3 4 5 0 1 2
4 1 0 3 5 2
1 3 5 0 4 2
4 0 5 3 1 2
5 2 1 0 4 3
5 3 0 4 1 2
2 4 3 1 5 0
3 1 5 4 0 2
3 2 0 1 4 5
1 0 3 4 5 2
0 2 5 1 3 4
1 0 4 3 2 5
4 1 2 0 5 3
3 4 2 1 5 0
1 3 5 0 4 2
0 5 3 1 4 2
3 5 1 0 4 2
5 4 0 1 2 3
5 2 4 0 3 1
1 5 3 4 0 2
2 1 4 3 5 0
1 3 0 5 2 4
3 5 1 2 4 0
3 4 0 5 1 2
1 4 3 0 2 5
5 4 3 2 0 1
3 1 4 0 5 2
2 4 3 1 5 0
4 2 0 3 5 1
3 0 5 2 4 1
4 1 5 3 0 2
3 5 0 1 4 2
3 2 4 1 0 5
2 3 1 4 0 5
3 2 4 0 1 5
5 4 1 2 0 3
2 3 4 1 0 5
2 4 1 3 5 0
0 2 1 3 5 4
3 1 5 2 0 4
0 3 2 4 5 1
3 4 0 5 2 1
4 5 3 0 1 2
4 2 1 3 0 5
3 5 1 0 4 2
4 5 1 2 3 0
2 4 3 1 5 0
0 5 2 3 4 1
1 0 5 4 2 3
2 4 5 0 3 1
3 1 4 2 0 5
5 3 1 4 0 2
1 3 4 2 5 0
5 3 4 0 2 1
1 5 0 3 2 4
4 1 3 2 5 0
3 0 2 5 4 1
3 0 1 2 4 5
1 0 4 5 3 2
3 1 2 0 5 4
3 2 0 4 1 5
2 3 4 1 0 5
4 1 3 0 5 2
1 5 2 4 3 0
4 3 0 5 1 2
2 1 3 5 0 4
3 5 4 1 0 2
4 3 1 2 5 0
2 4 3 0 5 1
5 2 4 1 0 3
4 3 1 2 0 5
3 1 4 0 2 5
4 5 2 1 3 0
3 5 4 0 1 2
5 2 1 3 4 0
3 4 5 1 0 2
4 0 5 1 3 2
2 5 4 3 1 0
1 3 0 2 5 4
3 5 4 0 2 1
3 1 2 0 5 4
4 0 2 1 3 5
0 1 2 5 4 3
0 3 5 2 1 4
1 2 0 4 3 5
3 1 0 2 5 4
5 3 1 2 0 4
1 3 0 2 4 5
4 5 1 2 3 0
3 1 4 0 5 2
4 3 0 5 2 1
4 3 5 0 1 2
2 0 1 4 3 5
0 1 2 4 3 5
1 3 5 0 4 2
0 3 4 5 2 1
4 5 1 3 0 2
2 3 1 0 5 4
1 3 5 4 2 0
1 5 2 3 4 0
0 3 4 1 5 2
1 5 3 4 0 2
1 2 4 3 5 0
4 0 3 1 5 2
1 4 3 0 5 2
4 0 2 3 1 5
3 1 0 5 2 4
5 3 0 1 2 4
5 3 4 1 2 0
3 4 1 2 0 5
0 4 1 3 2 5
3 1 5 0 4 2
2 0 3 4 5 1
3 2 1 5 0 4
4 5 3 0 1 2
